,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L
636,305.0,1121.0,831.0,0.457,540.0,1.0,17.408,0.009,0.002,0.01371,0.00137,0.004,0.0014,0.03862
637,340.0,413.0,268.0,0.256,326.0,1.0,0.073,0.009,0.002,0.01111,0.00148,0.004,0.00214,0.03892
638,280.0,799.0,472.0,0.1,322.0,1.0,2.001,0.009,0.002,0.01269,0.00184,0.004,0.00189,0.11207
639,265.0,598.0,436.0,0.1,320.0,1.0,0.23,0.009,0.002,0.01335,0.00289,0.004,0.0014,0.03212
640,116.51,854.0,464.0,1.4641,390.77,90.0,5.3231,0.009,0.002,0.004,0.0004,0.004,0.0014,0.6
641,190.16,302.0,160.0,1.744,384.85,1.0,3.2914,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0655
642,210.1,1219.0,568.0,1.7229,667.08,1.0,3.7028,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0949
643,243.53,1659.0,756.0,2.3565,524.98,40.0,4.7517,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0702
644,325.0,700.0,414.0,0.1,386.0,1.0,0.764,0.009,0.002,0.02244,0.0017,0.00703,0.00786,0.27163
645,210.0,1985.0,2025.0,0.689,1352.0,1.0,2.946,0.009,0.002,0.14611,0.00128,0.004,0.0014,0.04702
646,270.0,634.0,351.0,0.1,346.0,1.0,0.217,0.009,0.002,0.01285,0.00138,0.004,0.0014,0.04703
647,198.9,2420.0,2201.4,1.0704,813.522,1.0,28.901196,0.009,0.002,0.004,0.0004,0.004,0.0022,0.0829
648,62.985,3070.0,1929.8,0.705,587.3232,161.0,20.890358,0.009,0.002,0.004,0.0004,0.004,0.0066,0.17
649,77.35,2580.0,1829.0,3.0196,440.4924,1.0,11.912798,0.0154,0.002,0.004,0.0004,0.004,0.0038,0.1027
650,308.295,942.0,630.6,2.549,176.3624,1.0,7.257321,0.049,0.002,0.004,0.0004,0.004,0.0014,0.024
651,378.87,931.0,566.4,1.0542,285.2278,63.0,4.628332,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
652,272.655,776.0,410.4,0.6921,229.379,10.0,0.692098,0.009,0.002,0.004,0.0004,0.004,0.0314,0.024
653,356.97,1909.0,1508.4,1.4584,568.461,1.0,9.857388,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
654,198.195,2820.0,2318.8,1.1535,989.3216,1.0,32.568989,0.0118,0.002,0.0096,0.0004,0.004,0.0014,0.0463
655,250.755,2720.0,2289.0,0.5733,889.5916,1.0,67.249918,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
656,200.005,777.0,516.0,0.4542,317.472,74.0,11.623606,0.0137,0.002,0.004,0.0004,0.004,0.0017,0.024
657,216.58,585.0,359.2,0.3972,260.9223,41.0,5.722265,0.0109,0.002,0.004,0.0004,0.004,0.0018,0.024
658,217.685,506.0,341.6,0.3806,229.1751,1.0,3.761426,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
659,321.555,875.0,616.0,1.0625,334.3377,1.0,2.15516,0.0154,0.002,0.004,0.0004,0.004,0.0016,0.0443
660,278.46,2410.0,1903.6,0.4466,739.1145,1872.0,12.782201,0.034,0.002,0.004,0.0004,0.004,0.0014,0.024
661,291.72,824.0,550.0,0.77,221.2383,10.0,7.924694,0.016,0.002,0.004,0.0004,0.004,0.0136,0.0591
662,182.325,1094.0,696.2,1.1002,362.6328,1.0,6.303098,0.0502,0.002,0.004,0.0004,0.004,0.0014,0.024
663,196.69,521.0,326.0,0.5187,177.5859,1.0,1.104842,0.0123,0.002,0.004,0.0004,0.004,0.0038,0.024
664,161.33,364.0,239.0,0.5113,129.9651,1.0,0.445932,0.0111,0.002,0.004,0.0004,0.004,0.0014,0.024
665,194.02,1500.0,841.2,0.8269,386.919,1.0,7.64285,0.0366,0.002,0.004,0.0004,0.004,0.0014,0.024
666,192.93,1500.0,1153.2,0.8569,486.129,1.0,14.40506,0.0311,0.002,0.004,0.0004,0.004,0.0015,0.024
667,184.21,821.0,601.2,0.576,277.788,1.0,10.33135,0.02135,0.002,0.004,0.0004,0.004,0.015,0.024
668,204.92,1444.0,898.0,0.7196,398.8242,1.0,14.429263,0.0238,0.002,0.004,0.0004,0.004,0.0019,0.024
669,245.31,1276.0,755.0,1.1494,317.056,63.0,5.264514,0.0438,0.002,0.004,0.0004,0.004,0.0014,0.024
670,184.535,943.0,698.2,0.6723,305.5668,1.0,17.884686,0.0184,0.002,0.004,0.0004,0.004,0.0021,0.024
671,204.425,1733.0,1340.6,0.6367,541.6866,10.0,49.908384,0.0247,0.002,0.004,0.0004,0.004,0.0054,0.024
672,184.535,1337.0,1023.0,0.9089,436.524,1.0,25.745985,0.0288,0.002,0.004,0.0004,0.004,0.0014,0.024
673,140.335,819.0,585.8,0.5326,267.867,1.0,4.170045,0.0157,0.002,0.004,0.0004,0.004,0.0014,0.0289
674,154.7,947.0,608.2,0.5553,293.6616,20.0,6.997302,0.0194,0.002,0.004,0.0004,0.004,0.0023,0.0284
675,106.82,446.0,308.4,0.661,107.1468,1.0,0.981036,0.0246,0.002,0.004,0.0004,0.004,0.0014,0.024
676,193.375,2840.0,2253.8,1.0481,848.1248,75.0,121.007813,0.0213,0.002,0.004,0.0004,0.004,0.0014,0.024
677,109.0,501.0,550.4,0.4689,87.3048,146.0,1.072257,0.009,0.002,0.004,0.0004,0.004,0.0263,0.8037
678,97.01,713.0,433.0,1.5267,111.1152,1.0,3.215196,0.0851,0.002,0.004,0.0004,0.004,0.0014,0.024
679,216.91,531.0,362.4,0.3229,180.5622,161.0,1.372368,0.0275,0.002,0.004,0.0004,0.004,0.0014,0.024
680,263.895,2520.0,2423.2,1.7223,704.5952,1.0,33.562893,0.0473,0.002,0.004,0.0004,0.004,0.0014,0.024
681,135.915,486.0,251.0,4.0054,19.0,10.0,0.365728,0.0238,0.002,0.004,0.0004,0.004,0.0014,0.024
682,148.07,640.0,392.6,0.4107,184.5306,1.0,3.849509,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
683,109.395,326.0,225.4,0.504,69.447,1.0,0.568184,0.0169,0.002,0.004,0.0004,0.004,0.0014,0.024
684,187.85,1486.0,1075.6,0.9665,426.603,275.0,14.909526,0.0264,0.002,0.004,0.0004,0.004,0.0014,0.024
685,155.805,517.0,302.6,0.3849,132.9414,31.0,6.227755,0.0399,0.002,0.004,0.0004,0.004,0.0059,0.0346
686,110.5,494.0,227.4,0.5202,51.5892,1.0,1.185165,0.3688,0.002,0.004,0.0004,0.004,0.0014,0.024
687,114.45,358.0,264.8,0.9433,41.6682,1.0,0.786679,0.0633,0.002,0.004,0.0004,0.004,0.0769,1.603
688,190.06,1210.0,916.2,0.862,355.1718,1.0,16.926124,0.0217,0.002,0.0075,0.0004,0.004,0.0015,0.024
689,198.38,2830.0,740.0,0.6826,337.314,41.0,12.039454,0.0134,0.002,0.004,0.0004,0.004,0.0212,0.4356
690,94.83,507.0,220.4,0.9254,43.538,1.0,0.01,0.073,0.002,0.004,0.0004,0.004,0.0972,0.4064
691,135.915,598.0,314.4,0.8942,73.4154,1.0,0.053716,0.0388,0.002,0.004,0.0004,0.004,0.0283,0.5044
692,157.62,1190.0,1144.0,2.0583,593.616,1.0,2.016388,0.0494,0.002,0.004,0.0004,0.004,0.0032,0.0416
693,122.08,4150.0,4167.8,0.6924,1889.945,31.0,4.572114,0.1366,0.002,0.004,0.0004,0.004,0.3101,0.0581
694,139.23,989.0,685.0,0.4993,344.1662,1.0,4.382479,0.0188,0.002,0.004,0.0004,0.004,0.0041,0.0797
695,141.7,953.0,702.8,0.8861,342.367,1098.0,4.343999,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
696,367.68,2388.0,1924.0,0.1,655.24,1.0,2.0786,0.009,0.03211,0.004,0.0004,0.004,0.00987,0.2235
697,216.79,558.0,956.0,0.1,1373.63,2400.0,2.1231,0.009,0.002,0.004,0.0004,0.004,0.0014,0.18392
698,194.82,2704.0,1964.0,1.9846,1649.93,4600.0,2.2417,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
699,58.26,504.0,240.0,0.1,179.6,40.0,2.0806,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
700,325.66,577.0,372.0,0.1,365.12,1.0,1.7297,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
701,408.88,521.0,384.0,0.3752,408.54,1.0,4.7851,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
702,300.83,1233.0,604.0,0.1,422.35,1.0,0.0837,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
703,323.75,1059.0,644.0,0.2158,430.24,1.0,0.1088,0.009,0.002,0.004,0.0004,0.004,0.0014,0.19378
704,437.39,1025.0,476.0,0.7202,331.56,1.0,0.1122,0.009,0.002,0.004,0.0004,0.004,0.0497,0.024
705,132.75,339.0,252.0,0.1,82.89,1.0,0.1344,0.009,0.002,0.004,0.0004,0.004,0.0805,0.6039
706,138.48,268.0,188.0,0.5534,76.97,11000.0,0.214,0.009,0.002,0.004,0.0004,0.004,0.0372,0.0349
707,102.19,326.0,564.0,0.244,126.31,40.0,8.6185,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1686
708,255.94,364.0,344.0,0.2343,230.91,1.0,7.1153,0.009,0.002,0.004,0.0004,0.004,0.07253,0.03895
709,98.37,226.0,188.0,0.2653,134.2,430.0,0.141,0.009,0.002,0.004,0.0004,0.004,0.0225,0.02712
710,90.73,623.0,184.0,0.2913,71.05,200.0,0.2162,0.009,0.002,0.004,0.0004,0.004,0.0057,0.0471
711,92.64,344.0,252.0,0.2035,98.68,90.0,0.2162,0.009,0.002,0.004,0.0004,0.004,0.0259,0.0825
712,116.51,406.0,276.0,0.23,63.16,1.0,9.9538,0.009,0.002,0.004,0.0004,0.004,0.0531,0.03691
713,120.33,292.0,320.0,0.2727,82.89,1.0,5.8506,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0361
714,463.98,994.0,500.0,0.1,414.336,109.0,0.230037,0.009,0.002,0.004,0.0004,0.004,1.004,0.0274
715,111.0,221.0,176.6,0.1,73.704,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.212,1.948
716,104.34,222.0,153.8,0.1,81.672,1.0,0.242172,0.009,0.002,0.004,0.0004,0.004,0.0042,0.024
717,80.0,326.0,273.0,0.241,88.0,1.0,2.738,0.009,0.002,0.01416,0.00109,0.00619,0.00697,0.25893
718,193.0,562.0,399.0,0.1,240.0,1.0,4.175,0.009,0.002,0.01287,0.0004,0.004,0.00775,1.01556
719,368.0,1235.0,865.0,0.1,562.0,1.0,0.01,0.009,0.002,0.04792,0.0004,0.004,0.18273,0.4736
720,225.0,6041.0,4350.0,0.1,1170.0,1.0,0.01,0.009,0.002,0.00862,0.0004,0.004,0.05754,0.20665
721,265.0,1241.0,678.0,0.443,296.0,1.0,0.01,0.009,0.002,0.0486,0.0004,0.00644,0.03864,0.29969
722,215.5275,627.0,498.0,0.1,246.0,1.0,5.681,0.009,0.002,0.01227,0.00058,0.004,0.02474,0.14133
723,274.05,3991.0,2438.0,0.41,346.0,1.0,0.024,0.009,0.002,0.12901,0.00077,0.004,0.03428,0.20932
724,85.0,317.0,254.0,0.1,130.0,1.0,3.486,0.009,0.002,0.01236,0.00114,0.004,0.00405,0.21846
725,130.0,338.0,292.0,0.1,166.0,1.0,3.48,0.009,0.002,0.09499,0.0009,0.004,0.05824,1.60067
726,193.815,623.0,351.8,0.1,59.838,10.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0666,0.2178
727,170.82,117.7,639.2,0.1,223.3952,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0205,0.0774
728,173.01,3320.0,1712.0,0.2179,355.0388,1.0,0.037978,0.0209,0.002,0.004,0.0004,0.004,0.1392,3.298
729,160.0,375.0,292.0,0.1,124.0,1.0,0.953,0.009,0.002,0.01058,0.0004,0.004,0.0064,0.11429
730,198.0,612.0,378.0,0.466,276.0,1.0,0.044,0.009,0.002,0.03587,0.0004,0.004,0.00409,0.09375
731,263.55,840.0,494.0,0.415,320.0,1.0,0.01,0.0241,0.002,0.08995,0.00086,0.00744,0.21255,3.01478
732,175.0,652.0,506.0,0.1,338.0,1.0,4.928,0.009,0.002,0.01645,0.00122,0.004,0.01534,1.41807
733,369.0,786.0,521.0,0.1,471.0,1.0,5.914,0.009,0.002,0.004,0.0004,0.004,0.00865,0.11401
734,297.0,982.3,706.0,0.7079,439.0,1.0,0.769,0.009,0.002,0.004,0.0004,0.004,0.00663,0.03984
735,231.0,1009.0,839.0,0.5453,607.0,210.0,0.771,0.009,0.002,0.004,0.0004,0.004,0.01462,0.37592
736,223.0,4589.0,1086.0,0.7787,1333.0,9.0,6.44,0.009,0.002,0.0051,0.0004,0.004,0.009,0.23176
737,175.0,486.0,317.0,0.2509,244.0,1.0,1.829,0.009,0.002,0.004,0.0004,0.004,0.02346,0.19783
738,233.0,2193.0,735.0,0.2241,525.0,4.0,1.493,0.009,0.002,0.004,0.0004,0.004,0.01084,0.15492
739,249.0,5277.0,4676.0,1.5534,2153.0,1.0,21.892,0.009,0.002,0.00795,0.0004,0.004,0.01128,0.06952
740,304.0,2704.0,82170.0,0.5169,1339.0,9.0,1.955,0.009,0.002,0.00652,0.0005,0.005,0.00696,0.09777
741,301.0,4629.6,4196.0,1.9264,2724.0,75.0,8.07,0.009,0.002,0.00838,0.0004,0.004,0.00825,0.36018
742,250.0,937.6,635.0,0.1,460.0,3.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.008,0.02754
743,266.0,1398.0,903.0,0.5171,539.0,11.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.17268,0.06201
744,250.0,777.0,915.0,0.3114,631.0,9.0,10.237,0.009,0.002,0.004,0.0004,0.004,0.00568,0.0619
745,248.0,599.6,562.0,0.2334,416.0,43.0,3.557,0.009,0.002,0.004,0.0004,0.004,0.00707,0.17731
746,325.0,530.0,558.0,0.3152,358.0,2400.0,2.759,0.009,0.002,0.00814,0.0004,0.004,0.01175,0.20126
747,297.0,495.0,468.0,0.3523,319.0,2400.0,3.472,0.009,0.002,0.004,0.0004,0.004,0.01101,0.07164
748,309.0,3690.0,2786.0,0.9908,1473.0,460.0,5.981,0.009,0.002,0.01066,0.0004,0.004,0.00745,0.06347
749,305.0,1400.0,912.0,0.5212,619.0,1100.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.01092,0.0615
750,241.0,1601.0,1045.0,0.6204,814.0,23.0,0.088,0.009,0.002,0.004,0.0004,0.004,0.36272,0.13903
751,295.0,1060.3,1262.0,0.6545,810.0,43.0,1.955,0.009,0.002,0.004,0.0004,0.004,0.01524,0.17452
752,224.0,640.6,610.0,0.2526,316.0,4.0,1.069,0.009,0.002,0.004,0.0004,0.004,0.02103,0.10214
753,285.0,1970.0,1870.0,0.6946,652.0,460.0,8.199,0.009,0.002,0.004,0.0004,0.004,0.01775,0.13215
754,277.0,5335.0,3688.0,0.978,1158.0,7.0,7.477,0.009,0.002,0.01089,0.0004,0.004,0.04589,3.03095
755,331.0,3159.6,1415.0,0.7324,477.0,460.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.00733,0.04912
756,264.0,3848.0,1423.0,0.9788,762.0,240.0,0.01,0.01291,0.002,0.004,0.0004,0.004,0.07399,1.37068
757,205.0,1157.0,1109.0,1.811,746.0,1.0,0.16,0.009,0.002,0.00781,0.0004,0.004,0.01153,0.09079
758,954.6,1679.0,1102.0,1.3448,565.728,1.0,1.049841,0.0608,0.002,0.004,0.0004,0.004,0.9148,0.024
759,168.72,798.0,725.0,1.074,213.144,1.0,52.506283,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
760,140.97,472.0,462.3333,1.0276,121.512,1.0,34.032118,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
761,140.97,310.0,317.0,1.7972,69.72,1.0,6.149343,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
762,107.31,210.0,226.6667,5.4689,31.872,1.0,1.09404,0.0233,0.002,0.004,0.0004,0.004,0.0128,0.3836
763,646.02,1176.0,791.0,1.0782,378.48,1.0,1.577321,0.0204,0.002,0.004,0.0004,0.004,0.2352,0.0336
764,190.92,445.0,394.6667,0.3887,195.216,1.0,19.058241,0.009,0.002,0.004,0.0004,0.004,0.0032,0.0677
765,209.145,566.0,539.6667,0.5781,304.776,110.0,12.206439,0.009,0.002,0.004,0.0004,0.004,0.5705,0.2282
766,303.315,550.0,488.3333,0.7063,247.008,1.0,6.488379,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
767,174.105,361.0,240.0,0.4229,39.84,1.0,0.032947,0.0145,0.002,0.004,0.0004,0.004,0.0014,0.024
768,175.2,311.0,281.0,0.4488,83.664,1.0,0.973368,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
769,145.41,339.0,226.0,0.2563,89.523,10.0,0.704672,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
770,78.81,173.0,151.0,0.1,61.6714,1.0,1.61626,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
771,162.06,338.0,248.4,0.1,121.512,1.0,2.553849,0.009,0.002,0.004,0.0004,0.004,0.0092,0.3293
772,91.02,222.0,243.2,0.1,109.56,1.0,10.371827,0.009,0.002,0.0054,0.0004,0.004,0.0014,0.031
773,77.7,188.0,160.6,0.1,57.768,1.0,4.72321,0.009,0.002,0.0053,0.0004,0.004,0.0028,0.3161
774,89.91,193.0,163.2,0.202,49.8,1.0,0.437547,0.009,0.002,0.0061,0.0004,0.004,0.0014,0.024
775,132.09,324.0,226.4,3.7839,43.824,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0058,0.8629
776,93.24,180.0,142.0,0.1,71.712,1.0,0.555166,0.009,0.002,0.0109,0.0004,0.004,0.0014,0.024
777,210.9,494.0,277.6,0.1,127.3216,2046.0,0.280438,0.009,0.002,0.004,0.0004,0.004,0.0222,0.024
778,314.13,731.0,486.4,0.2951,266.5796,17329.0,0.167545,0.009,0.002,0.004,0.0004,0.004,0.3715,0.6392
779,387.39,995.0,616.8,0.9272,19.0,2046.0,0.172759,0.009,0.002,0.004,0.0004,0.004,0.0831,0.2983
780,69.93,124.0,106.0,0.1,49.8,1.0,0.627889,0.009,0.002,0.0064,0.0004,0.004,0.0014,0.024
781,239.8,883.0,563.0,6.9355,67.4628,1.0,0.247272,0.1219,0.002,0.004,0.0004,0.004,0.0014,0.024
782,304.11,811.0,486.0,0.4717,285.7248,3076.0,9.417006,0.009,0.002,0.004,0.0004,0.004,0.0017,0.0396
783,237.54,516.0,303.3333,0.576,119.364,10.0,2.840741,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
784,213.12,869.0,436.3333,8.3014,19.0,122.0,0.397115,0.1301,0.002,0.004,0.0004,0.004,0.0181,0.1195
785,233.1,1079.0,629.3333,4.2048,97.4806,1.0,20.171033,0.0508,0.002,0.004,0.0004,0.004,0.0014,0.0313
786,297.57,676.0,425.4,0.4331,146.446,1.0,0.097056,0.0114,0.002,0.004,0.0004,0.004,0.0688,0.1601
787,215.82,457.0,355.2,0.2662,144.467,75.0,5.423002,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
788,143.65,287.0,236.0,0.2239,111.1152,75.0,2.986687,0.009,0.002,0.004,0.0004,0.004,0.007,0.024
789,104.975,346.0,208.4,0.4042,101.1942,1.0,0.518371,0.015,0.002,0.004,0.0004,0.004,0.3214,4.463
790,60.775,181.7,151.6,0.6747,45.6366,10.0,0.649018,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0261
791,137.64,1402.0,1051.2,0.2102,497.45,1.0,1.974254,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
792,81.76,650.0,497.4,0.498,249.7199,1.0,0.824754,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
793,163.5,363.0,236.2,0.1,144.467,24196.0,0.316339,0.009,0.002,0.004,0.0004,0.004,0.0118,1.037
794,180.32,409.0,259.0,1.2872,149.235,1.0,0.12475,0.009,0.002,0.004,0.0004,0.004,0.0037,0.024
795,234.35,501.0,338.2,0.2142,215.711,1.0,2.195741,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
796,154.29,333.0,191.6,0.9937,123.3676,1.0,0.472857,0.0105,0.002,0.004,0.0004,0.004,0.0014,0.0791
797,216.45,436.0,248.6,0.7211,198.98,52.0,0.760608,0.009,0.002,0.004,0.0004,0.004,0.0047,0.0979
798,112.11,274.0,201.2,0.228,117.3982,1.0,3.098532,0.009,0.002,0.004,0.0004,0.004,0.0036,0.1041
799,455.26,1083.0,612.8,1.0635,396.32,10.0,4.591362,0.009,0.002,0.0196,0.0004,0.004,0.2171,13.44
800,382.47,693.0,800.0,0.8217,314.2989,1.0,4.007358,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
801,151.385,342.0,212.4,1.3526,82.3443,1.0,1.417201,0.009,0.002,0.0132,0.0004,0.004,0.0014,0.0329
802,141.44,452.0,265.4,12.1712,19.0,20.0,1.769474,0.0962,0.002,0.0202,0.0004,0.004,0.0014,0.024
803,274.04,940.0,571.8,1.197,205.3647,1.0,2.169332,0.0201,0.002,0.004,0.0004,0.004,0.0014,0.024
804,181.44,541.0,322.4,0.6917,118.3931,1.0,2.495271,0.009,0.002,0.012,0.0004,0.004,0.0014,0.024
805,115.36,1065.0,870.4,0.3387,523.3174,1.0,4.93847,0.009,0.002,0.004,0.0006,0.004,0.0014,0.024
806,165.76,862.0,485.0,0.3901,278.572,1.0,5.136219,0.0146,0.002,0.004,0.0004,0.004,0.0014,0.024
807,331.52,781.0,506.0,0.3175,273.5975,1.0,0.942969,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
808,239.8,576.0,357.8,0.2742,190.4832,1.0,2.257785,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
809,258.33,650.0,399.0,0.3346,172.6254,1.0,3.505457,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
810,279.565,994.0,1614.0,0.503,299.6142,389.0,7.615808,0.0101,0.002,0.004,0.0004,0.004,0.0014,0.024
811,345.865,1360.0,1020.2,0.5199,519.8604,20.0,9.351497,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
812,315.01,1342.0,925.6,0.3668,461.107,1017.0,11.274477,0.009,0.002,0.0057,0.0004,0.004,0.0054,0.024
813,221.0,717.0,547.2,0.2162,317.472,1.0,1.793556,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
814,247.52,850.0,574.6,0.4269,331.3614,275.0,2.367862,0.009,0.002,0.004,0.0004,0.004,0.0273,0.0345
815,156.96,363.0,279.4,1.1947,112.803,1.0,1.276331,0.009,0.002,0.004,0.0004,0.004,0.0027,0.024
816,256.36,736.0,513.4,0.3203,285.7248,1.0,3.207452,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
817,195.11,684.0,381.0,0.8574,150.7992,1.0,4.801343,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
818,170.17,435.0,256.2,0.3496,118.0599,1.0,1.97847,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
819,194.48,1011.0,495.6,0.9518,206.3568,218.0,7.935112,0.012,0.002,0.004,0.0004,0.004,0.0014,0.024
820,197.58,699.0,396.0,0.4917,200.9294,1.0,2.128046,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
821,193.375,632.0,333.8,0.3976,130.9572,1.0,0.676175,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0288
822,341.445,1328.0,763.6,1.0584,337.314,1.0,8.956645,0.0355,0.002,0.0092,0.0004,0.004,0.0038,0.1613
823,90.61,1313.0,827.0,3.8988,198.42,201.0,2.676841,0.0327,0.002,0.0163,0.0004,0.004,0.0014,0.0599
824,271.83,1228.0,713.4,0.5657,356.688,241.0,14.828069,0.0181,0.002,0.004,0.0004,0.004,0.0017,0.0983
825,123.76,875.0,234.4,2.7379,19.0,1.0,3.527611,0.0291,0.002,0.004,0.0004,0.004,0.0036,0.024
826,253.045,656.0,320.4,0.4675,222.2304,1722.0,5.613428,0.0223,0.002,0.004,0.0004,0.004,0.0064,0.0319
827,353.6,908.0,550.8,0.4523,311.1112,1.0,0.41033,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0346
828,327.45,687.0,378.6,0.3859,266.5796,1.0,0.994404,0.009,0.002,0.004,0.0004,0.004,0.0022,0.0311
829,258.72,751.0,454.0,0.3263,250.7148,41.0,3.387794,0.009,0.002,0.004,0.0004,0.004,0.0031,0.0413
830,259.84,757.0,417.8,1.7233,19.0,1.0,1.244513,0.009,0.002,0.0222,0.0004,0.004,0.0014,0.0346
831,172.38,546.0,333.4,0.6558,97.2258,908.0,1.526874,0.009,0.002,0.0208,0.0004,0.004,0.0014,0.024
832,154.7,564.0,369.8,0.5417,119.052,110.0,4.992207,0.009,0.002,0.0292,0.0004,0.004,0.0014,0.0724
833,260.96,724.0,470.8,0.9627,228.827,1.0,1.193496,0.0103,0.002,0.004,0.0004,0.004,0.0022,0.0415
834,206.46,492.0,274.2,0.4268,175.296,432.0,1.856013,0.009,0.002,0.004,0.0004,0.046,0.0019,0.024
835,198.69,533.0,283.0,0.533,171.0884,313.0,1.382108,0.009,0.002,0.004,0.0004,0.004,0.0182,0.0728
836,277.5,3900.0,3119.3333,0.3181,1079.664,1.0,4.583648,0.009,0.002,0.004,0.0004,0.004,0.0028,0.0564
837,190.53,1717.0,973.8,0.2299,321.1306,1.0,6.694728,0.009,0.002,0.004,0.00073,0.004,0.0046,0.024
838,120.45,2086.0,1349.6667,0.2522,484.056,1.0,1.400089,0.009,0.002,0.0303,0.0004,0.004,0.0019,0.024
839,303.03,1998.0,1244.2,0.284,676.396,10.0,0.107338,0.0165,0.002,0.004,0.0004,0.004,1.557,1.057
840,124.83,1174.0,645.0,0.2481,245.016,1.0,0.852089,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
841,301.92,1084.0,635.2,0.3449,338.198,10.0,0.524962,0.009,0.002,0.004,0.0004,0.004,0.6992,0.1002
842,334.11,1260.0,817.6,0.2672,519.2334,1.0,0.047198,0.009,0.002,0.004,0.0004,0.004,1.213,0.2177
843,360.75,945.0,533.8,0.3709,286.5312,108.0,1.368587,0.009,0.002,0.0068,0.0004,0.004,0.0014,0.024
844,394.2,900.0,491.6,0.3405,329.109,1464.0,4.063419,0.009,0.002,0.004,0.0004,0.004,0.0422,0.0626
845,316.455,950.0,566.4,0.2742,339.082,31.0,14.10943,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
846,228.66,1112.0,629.2,0.2895,302.784,1.0,2.067332,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
847,233.155,753.0,586.8,0.4618,265.8828,1.0,6.072245,0.0112,0.002,0.004,0.0004,0.004,0.0014,0.0491
848,220.89,874.0,401.2,1.4565,93.5206,1.0,7.100729,0.0157,0.002,0.0071,0.0004,0.004,0.0034,0.0414
849,135.78,805.0,443.6667,0.681,109.56,1.0,1.482255,0.009,0.002,0.007,0.0004,0.004,0.0014,0.024
850,118.235,5100.0,3771.2,0.6027,1177.0704,10.0,5.837131,0.009,0.002,0.01,0.00189,0.004,0.0014,0.0704
851,154.7,675.0,352.8,0.9136,59.448,1.0,4.618484,0.0118,0.002,0.014,0.0004,0.004,0.0014,0.024
852,117.13,660.0,327.8,0.8273,79.264,52.0,5.791571,0.0194,0.002,0.0088,0.0004,0.004,0.0014,0.024
